,parentesco1,hhsize,v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu5,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,edjefe,edjefa,meaneduc,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,qmobilephone,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,area1,area2,SQBescolari,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,Target,JM_Sum_of_Tablets,Total Sum Years of Schooling,JM_People_Educ_LT5,JM_People_Educ_LT10,JM_People_Educ_LT15,JM_People_Educ_LT20,JM_People_Educ_LT25,JM_1YrBehindSchool,JM_2YrBehindSchool,JM_3YrBehindSchool,JM_4YrBehindSchool,JM_5YrBehindSchool,JM_Sum_of_Disabled,JM_Sum_Of_Males,JM_Sum_Of_Females,JM_estadocivil1,JM_estadocivil2,JM_estadocivil3,JM_estadocivil4,JM_estadocivil5,JM_estadocivil6,JM_estadocivil7,JM_parentesco1,JM_parentesco2,JM_parentesco3,JM_parentesco4,JM_parentesco5,JM_parentesco6,JM_parentesco7,JM_parentesco8,JM_parentesco9,JM_parentesco10,JM_parentesco11,JM_parentesco12,JM_instlevel1,JM_instlevel2,JM_instlevel3,JM_instlevel4,JM_instlevel5,JM_instlevel6,JM_instlevel7,JM_instlevel8,JM_instlevel9,JM_mobilephone,Target_new
427,1,4,0.0,0,5,0,1,1,0.0,0,2,2,0,2,2,0,4,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,2,4,1,11,0,8.5,3,1.3333334,1,0,0,0,0,1,0,4,1,0,0,0,0,0,1,0,121,16,121,0,1.7777778999999998,1.0,72.25,4,0,34,0,2,4,4,4,0,0,0,0,0,0,2,2,0,0,2,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,4,1
428,1,4,0.0,0,7,0,1,1,1.0,1,2,3,0,1,1,1,3,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,3,0,4,0.33333334,6,0,9.0,3,1.3333334,1,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,36,16,36,1,1.7777778999999998,0.11111112,81.0,4,4,27,1,3,3,4,4,0,0,0,0,0,1,3,1,1,0,2,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,4,1
429,1,7,0.0,0,6,0,1,1,0.0,0,3,3,2,2,4,2,5,7,7,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,5,0,7,0.40000001,6,0,7.599999900000001,4,1.75,1,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,36,49,36,4,3.0625,0.16000001,57.759997999999996,4,0,38,2,6,7,7,7,0,0,0,0,0,0,3,4,2,0,2,0,0,0,3,1,1,3,0,0,2,0,0,0,0,0,0,2,0,2,2,1,0,0,0,0,7,1
430,1,4,0.0,0,6,0,1,1,0.0,0,1,1,1,2,3,1,3,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,2,0,4,1,6,0,7.0,3,1.3333334,1,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,36,16,36,4,1.7777778999999998,1.0,49.0,3,4,20,1,4,4,4,4,1,0,0,0,0,0,1,3,1,0,2,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,4,0
431,1,4,0.0,0,4,0,1,1,0.0,0,1,1,0,3,3,0,4,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,3,2,4,3,4,0,6.3333335,2,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,16,16,16,1,4.0,9.0,40.111115000000005,2,0,19,2,4,4,4,4,0,0,0,0,0,1,1,3,0,2,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
432,1,2,0.0,0,5,0,1,1,0.0,0,0,0,0,2,2,0,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,2,0,0,6,8.5,3,0.66666669,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,36,4,0,0,0.44444448,0.0,72.25,4,0,17,0,1,2,2,2,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1
433,1,1,0.0,0,5,0,1,1,0.0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,8,11,0,11.0,2,0.5,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,121,1,121,0,0.25,64.0,121.0,2,0,11,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
434,1,2,0.0,0,7,0,1,1,0.0,0,1,1,0,1,1,0,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,2,0,6,0,10.5,1,2.0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,36,4,36,0,4.0,0.0,110.25,4,0,21,0,1,1,2,2,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1
435,1,4,0.0,0,5,0,1,1,0.0,0,0,0,1,3,4,1,3,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,3,1,4,1,0,6,6.666666499999999,2,2.0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,36,16,0,1,4.0,1.0,44.444443,4,0,20,2,3,4,4,4,0,0,0,0,0,1,0,4,1,0,0,0,1,0,2,1,0,1,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,4,1
436,1,4,0.0,0,6,0,0,1,0.0,0,3,3,0,1,1,0,4,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3,1,4,1,11,0,8.333333,3,1.3333334,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,121,16,121,1,1.7777778999999998,1.0,69.444443,2,0,33,1,2,4,4,4,1,0,0,0,0,0,3,1,0,0,2,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,4,0
437,1,1,510000.0,0,3,0,1,1,0.0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,11,11.0,1,1.0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,121,1,0,0,1.0,0.0,121.0,4,0,11,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
438,1,5,150000.0,0,5,0,1,1,0.0,0,2,2,0,3,3,0,5,5,5,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,4,0,5,0.25,15,0,12.5,3,1.6666666,0,1,0,0,0,0,1,5,1,0,0,0,0,0,1,0,225,25,225,1,2.7777777,0.0625,156.25,3,0,60,0,1,3,5,5,0,0,0,0,0,0,2,3,0,0,2,0,0,0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,5,0
439,1,5,185000.0,0,6,0,1,1,0.0,0,3,3,0,2,2,0,5,5,5,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,3,0,5,0.66666669,0,10,14.666667000000002,4,1.25,0,1,0,0,0,0,1,5,1,0,0,0,0,0,1,0,100,25,0,4,1.5625,0.44444448,215.11111,4,0,44,0,3,5,5,5,0,0,0,0,0,0,3,2,0,0,0,1,0,0,4,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,5,1
440,1,4,170000.0,0,5,0,1,1,0.0,0,3,3,0,1,1,0,4,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3,0,4,0.33333334,0,9,8.0,3,1.3333334,0,0,1,0,0,0,1,4,1,0,0,0,0,0,1,0,81,16,0,1,1.7777778999999998,0.11111112,64.0,4,0,32,0,4,4,4,4,0,0,0,0,0,0,3,1,0,0,2,0,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,4,1
441,1,4,300000.0,0,6,0,1,1,0.0,0,1,1,0,3,3,0,4,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,2,0,4,1,17,0,16.0,3,1.3333334,0,1,0,0,0,0,0,4,1,0,0,0,0,0,1,0,289,16,289,4,1.7777778999999998,1.0,256.0,4,0,46,0,2,2,4,4,1,0,0,0,0,0,1,3,0,0,2,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,4,1
442,1,4,230000.0,0,5,0,1,1,0.0,1,2,3,0,1,1,1,3,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3,0,4,0.33333334,7,0,11.333333,3,1.3333334,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,49,16,49,1,1.7777778999999998,0.11111112,128.44444,4,0,34,1,2,3,4,4,0,0,0,0,0,0,3,1,1,0,2,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,4,1
443,1,3,185000.0,0,4,0,1,1,0.0,0,1,1,0,2,2,0,3,3,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,0,3,0.5,0,10,16.5,2,1.5,0,0,1,0,0,0,0,3,1,0,0,0,0,0,1,0,100,9,0,1,2.25,0.25,272.25,4,0,33,0,0,3,3,3,0,0,0,0,0,0,1,2,0,0,0,0,1,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,1
444,1,1,120000.0,0,4,0,1,1,0.0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,14,0,14.0,1,1.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,196,1,196,0,1.0,0.0,196.0,4,0,14,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
445,1,4,0.0,0,6,0,1,1,1.0,0,2,2,1,1,2,1,3,4,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,2,0,4,1,11,0,11.0,3,1.3333334,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,121,16,121,4,1.7777778999999998,1.0,121.0,4,4,29,1,2,4,4,4,1,0,0,0,0,0,2,2,1,0,2,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,4,1
446,1,2,0.0,0,7,0,1,1,0.0,0,1,1,0,3,3,0,4,4,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,2,0,0,11,12.0,4,1.0,1,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,121,4,0,0,1.0,0.0,144.0,4,0,24,0,0,2,2,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1
447,1,6,150000.0,0,5,0,1,1,0.0,0,2,2,2,2,4,2,4,6,6,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,3,0,6,1,0,11,13.333332999999998,3,2.0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,1,0,121,36,0,9,4.0,1.0,177.77777,4,6,41,2,4,6,6,6,0,0,0,0,0,0,2,4,2,0,2,1,0,0,1,1,0,2,0,0,2,0,0,0,0,0,1,1,1,0,2,2,0,0,0,0,6,1
448,1,5,0.0,0,4,0,1,1,0.0,2,1,3,0,2,2,2,3,5,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,3,0,5,0.66666669,0,6,7.0,2,2.5,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,36,25,0,4,6.25,0.44444448,49.0,4,0,21,2,5,5,5,5,0,0,0,0,0,0,3,2,2,0,2,1,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,5,1
449,1,2,0.0,0,6,0,1,1,0.0,0,0,0,0,2,2,0,2,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,2,1,0,6,16.0,3,0.66666669,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,36,4,0,1,0.44444448,1.0,256.0,2,0,16,0,1,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0
450,1,4,36350.0,0,6,0,1,1,0.0,1,0,1,2,1,3,3,1,4,4,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3,1,0,4,3,0,6,6.0,3,1.3333334,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,36,16,0,9,1.7777778999999998,9.0,36.0,2,0,13,3,4,4,4,4,0,0,0,0,0,0,1,3,1,0,0,0,1,0,2,1,0,3,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,4,0
451,1,4,120000.0,0,4,0,1,1,0.0,1,1,2,1,1,2,2,2,4,4,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,2,0,4,1,8,0,8.5,2,2.0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,64,16,64,4,4.0,1.0,72.25,1,0,17,2,4,4,4,4,0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,4,0
452,1,3,0.0,0,5,0,1,1,0.0,0,2,2,0,1,1,0,3,3,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,2,0,3,0.5,0,2,1.0,3,1.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4,9,0,1,1.0,0.25,1.0,1,0,7,2,3,3,3,3,0,0,0,0,0,0,2,1,0,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0
453,1,1,51596.3696221474,0,1,0,1,1,0.0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,8,0,8.0,1,1.0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,64,1,64,0,1.0,0.0,64.0,4,0,8,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
454,1,5,0.0,0,5,0,1,1,0.0,1,1,2,1,2,3,2,3,5,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,2,0,5,1.5,9,0,12.0,2,2.5,1,0,0,0,0,1,0,3,1,0,0,0,0,0,1,0,81,25,81,9,6.25,2.25,144.0,3,5,35,2,4,4,5,5,0,0,0,0,0,0,2,3,2,0,2,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,5,0
455,1,4,300000.0,0,7,0,1,1,0.0,0,2,2,0,2,2,0,4,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,2,0,4,1,11,0,17.0,3,1.3333334,0,1,0,0,0,1,1,4,1,0,0,0,0,0,1,0,121,16,121,4,1.7777778999999998,1.0,289.0,4,4,42,0,1,4,4,4,0,0,0,0,0,0,2,2,0,0,2,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,4,1
456,1,1,51596.3696221474,0,4,0,1,1,0.0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,12,12.0,2,0.5,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,144,1,0,0,0.25,0.0,144.0,4,0,12,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
457,1,6,40000.0,0,6,0,1,1,0.0,0,1,1,1,4,5,1,5,6,6,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,4,0,6,0.5,0,11,10.0,3,2.0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,121,36,0,4,4.0,0.25,100.0,4,0,49,1,3,6,6,6,0,0,0,0,0,0,1,5,1,0,2,0,1,0,2,1,0,3,0,1,1,0,0,0,0,0,0,1,0,1,1,2,0,0,1,0,6,1
458,1,3,0.0,0,5,0,1,1,0.0,0,1,1,0,2,2,0,3,3,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,2,3,2,6,0,7.666666499999999,2,1.5,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,36,9,36,0,2.25,4.0,58.777775,2,0,23,0,2,3,3,3,0,0,0,0,0,0,1,2,0,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,0
459,1,1,0.0,0,4,0,1,1,0.0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,11,11.0,2,0.5,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,121,1,0,0,0.25,0.0,121.0,4,1,11,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
460,1,3,51596.3696221474,0,5,0,1,1,0.0,0,2,2,0,1,1,0,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2,0,3,0.5,14,0,19.0,3,1.0,0,0,0,0,1,0,1,3,1,0,0,0,0,0,1,0,196,9,196,1,1.0,0.25,361.0,4,3,38,0,0,3,3,3,0,0,0,0,0,0,2,1,0,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,1
461,1,2,0.0,0,5,0,1,1,0.0,0,1,1,0,1,1,0,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,2,0,7,0,11.0,3,0.66666669,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,49,4,49,0,0.44444448,0.0,121.0,4,0,22,0,1,1,2,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1
462,1,2,89000.0,0,3,0,1,1,0.0,0,1,1,0,1,1,0,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,2,1,11,0,11.0,2,1.0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,121,4,121,1,1.0,1.0,121.0,4,0,18,0,1,2,2,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1
463,1,3,0.0,0,5,0,1,1,0.0,1,0,1,0,2,2,1,2,3,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2,0,3,0.5,0,6,7.5,3,1.0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,36,9,0,1,1.0,0.25,56.25,1,0,15,1,3,3,3,3,0,0,0,0,0,0,1,2,1,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3,0
464,1,4,0.0,0,6,0,1,1,0.0,0,2,2,0,2,2,0,4,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,2,1,4,3,18,0,20.0,3,1.3333334,1,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,324,16,324,4,1.7777778999999998,9.0,400.0,4,0,48,0,1,3,4,4,0,0,0,0,0,1,2,2,0,0,2,0,0,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,4,1
465,1,2,0.0,0,4,0,1,1,0.0,0,1,1,0,1,1,0,2,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,1,2,1,0,4,5.0,2,1.0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,16,4,0,0,1.0,1.0,25.0,3,0,10,1,2,2,2,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0
466,1,3,80000.0,1,1,1,1,1,0.0,1,1,2,0,1,1,1,2,3,3,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,2,0,3,0.5,10,0,9.0,1,6.0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,1,0,100,9,100,1,36.0,0.25,81.0,4,0,18,1,2,3,3,3,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,1
