,idhogar,parentesco1,Id,hhsize,v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu5,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,edjefe,edjefa,meaneduc,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,qmobilephone,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,area1,area2,SQBescolari,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,JM_Sum_of_Tablets,Total Sum Years of Schooling,JM_People_Educ_LT5,JM_People_Educ_LT10,JM_People_Educ_LT15,JM_People_Educ_LT20,JM_People_Educ_LT25,JM_1YrBehindSchool,JM_2YrBehindSchool,JM_3YrBehindSchool,JM_4YrBehindSchool,JM_5YrBehindSchool,JM_Sum_of_Disabled,JM_Sum_Of_Males,JM_Sum_Of_Females,JM_estadocivil1,JM_estadocivil2,JM_estadocivil3,JM_estadocivil4,JM_estadocivil5,JM_estadocivil6,JM_estadocivil7,JM_parentesco1,JM_parentesco2,JM_parentesco3,JM_parentesco4,JM_parentesco5,JM_parentesco6,JM_parentesco7,JM_parentesco8,JM_parentesco9,JM_parentesco10,JM_parentesco11,JM_parentesco12,JM_instlevel1,JM_instlevel2,JM_instlevel3,JM_instlevel4,JM_instlevel5,JM_instlevel6,JM_instlevel7,JM_instlevel8,JM_instlevel9,JM_mobilephone
683,b63ab76f6,1,ID_c767c5f0b,2,75000.0,0,4,0,1,1,,0,0,0,1,1,2,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,2,yes,no,3,3.0,2,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,9,4,0,1,1.0,1.0,9.0,0,6,2,2,2,2,2,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
684,0c975d1f4,1,ID_28ea17f9e,1,180000.0,0,4,0,1,1,,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,no,12,no,12.0,3,0.33333334,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,144,1,144,0,0.11111112,0.0,144.0,0,12,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
685,3f4b210d1,1,ID_5714bc36a,5,,0,6,0,1,1,3.0,0,2,2,2,1,3,2,3,5,5,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,3,1,5,1.5,15,no,14.333332999999998,3,1.6666666,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,225,25,225,4,2.7777777,2.25,205.44444,5,45,2,2,4,5,5,0,0,0,0,0,0,2,3,2,0,2,0,0,1,0,1,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,0,5
686,d2be86808,1,ID_7e0d6711b,4,,0,9,0,1,1,2.0,0,2,2,0,3,3,0,5,5,4,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,3,0,4,0.33333334,17,no,19.0,6,0.83333331,1,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,289,16,289,1,0.69444442,0.11111112,361.0,4,57,0,0,2,4,4,0,0,0,0,0,0,2,2,0,0,2,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,4
687,e79dc8321,1,ID_9164f82c3,3,140000.0,0,4,0,1,1,,0,1,1,0,2,2,0,3,3,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,0,3,no,5,no,4.3333335,3,1.0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,1,0,25,9,25,0,1.0,0.0,18.777779000000002,0,13,2,3,3,3,3,0,0,0,0,0,1,1,2,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,3
688,892ec8ee9,1,ID_4033b647e,3,,0,4,0,1,1,1.0,0,2,2,0,1,1,0,3,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,0,3,no,9,no,13.0,2,1.5,0,0,0,0,1,0,1,3,1,0,0,0,0,0,1,0,81,9,81,0,2.25,0.0,169.0,3,39,0,1,1,3,3,0,0,0,0,0,0,2,1,0,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3
689,8efaf2f8f,1,ID_a0e0161bb,2,,0,7,0,1,1,,0,1,1,0,1,1,0,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,2,2,8,15,no,10.5,4,0.5,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,225,4,225,0,0.25,64.0,110.25,0,21,0,1,1,2,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
690,eed62c757,1,ID_202e503ed,2,,0,6,0,1,1,,0,1,1,0,1,1,0,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,2,2,8,17,no,17.0,3,0.66666669,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,289,4,289,0,0.44444448,64.0,289.0,0,34,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
691,03d27346e,1,ID_61eef54d3,3,450000.0,0,6,0,1,1,,0,0,0,0,3,3,0,3,3,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,0,3,no,no,19,14.333332999999998,3,1.0,0,0,1,0,0,1,0,3,1,0,0,0,0,0,1,0,361,9,0,0,1.0,0.0,205.44444,0,43,0,0,2,3,3,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
692,48957c58d,1,ID_5b39ae2ac,2,,0,8,0,1,1,2.0,0,1,1,0,1,1,0,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,2,no,15,no,15.5,3,0.66666669,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,225,4,225,0,0.44444448,0.0,240.25,2,31,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
693,e0731c084,1,ID_de6191c9f,2,,0,8,0,1,1,1.0,0,1,1,0,1,1,0,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,2,2,8,17,no,16.0,4,0.5,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,289,4,289,0,0.25,64.0,256.0,2,32,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
694,8a0a13ade,1,ID_45a11fd90,2,,0,6,0,1,1,,0,1,1,0,2,2,0,3,3,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,2,no,15,no,15.0,3,1.0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,225,4,225,0,1.0,0.0,225.0,0,30,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
695,8ef280e3a,1,ID_518340606,3,,0,8,0,1,1,2.0,0,3,3,0,0,0,0,3,3,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,1,3,0.5,20,no,15.333332999999998,4,0.75,1,0,0,0,0,1,0,4,1,0,0,0,0,0,1,0,400,9,400,0,0.5625,0.25,235.1111,3,46,0,0,2,2,3,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
696,9072e914b,1,ID_d1a8bd90e,5,,0,5,0,1,1,1.0,1,3,4,0,1,1,1,4,5,5,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,4,0,5,0.25,no,9,9.25,3,1.6666666,1,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,81,25,0,1,2.7777777,0.0625,85.5625,5,40,1,4,5,5,5,1,0,0,0,0,0,4,1,0,0,2,0,0,0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,5
697,cd4c4442b,1,ID_3c1e0bfd7,6,,0,5,0,1,0,3.0,2,0,2,1,3,4,3,3,6,6,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,3,0,6,yes,no,8,6.666666499999999,3,2.0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,64,36,0,9,4.0,1.0,44.444443,6,27,3,6,6,6,6,0,0,0,0,0,1,2,4,2,0,0,0,1,1,2,1,0,0,0,0,0,1,0,1,0,3,0,0,3,2,1,0,0,0,0,0,6
698,c80e2a8b6,1,ID_10a7a98d4,2,,0,6,0,1,1,,0,2,2,0,1,1,0,3,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,1,2,yes,17,no,14.0,3,1.0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,289,4,289,0,1.0,1.0,196.0,0,28,0,0,1,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
699,3a0127383,1,ID_7e4b07dba,1,,0,5,0,1,1,,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,8,no,6,6.0,2,0.5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,36,1,0,0,0.25,64.0,36.0,0,6,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
700,e94821dc9,1,ID_8517e8644,1,,0,4,0,1,1,,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,8,no,6,6.0,4,0.25,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,36,1,0,0,0.0625,64.0,36.0,0,6,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
701,28a3c6627,1,ID_42f063253,5,,0,6,0,1,1,,0,1,1,0,4,4,0,5,5,5,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,5,0,5,no,6,no,8.3999996,4,1.25,1,0,0,0,0,0,1,5,1,0,0,0,0,0,1,0,36,25,36,0,1.5625,0.0,70.55999,0,42,0,3,5,5,5,0,0,0,0,0,0,1,4,0,0,2,0,0,0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,5
702,4ef06e74a,1,ID_73a332a02,3,,0,8,0,1,1,1.0,0,2,2,0,1,1,0,3,3,3,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,0,3,no,9,no,7.0,5,1.6,0,0,0,1,0,0,1,5,1,0,0,0,0,0,1,0,81,9,81,0,2.5600002,0.0,49.0,3,21,0,3,3,3,3,0,0,0,0,0,0,2,1,0,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3
703,0250e0b59,1,ID_bac04150a,3,,0,9,0,1,1,2.0,0,2,2,0,1,1,0,3,3,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,2,3,2,17,no,17.333334,5,0.60000002,1,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,289,9,289,0,0.36000001,4.0,300.44446,3,52,0,0,0,3,3,0,0,0,0,0,0,2,1,0,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
704,bebdfc6ee,1,ID_fb2c7c7ba,4,,0,8,0,1,1,2.0,0,2,2,0,2,2,0,4,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,0,4,no,14,no,13.75,4,1.0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,196,16,196,0,1.0,0.0,189.0625,4,55,0,0,2,4,4,0,0,0,0,0,0,2,2,0,0,2,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,4
705,e1068f57f,1,ID_31aa5d423,3,300000.0,0,6,0,1,1,1.0,0,1,1,0,2,2,0,3,3,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,0,3,0.5,11,no,12.5,2,1.5,0,0,1,0,0,0,0,3,1,0,0,0,0,0,1,0,121,9,121,1,2.25,0.25,156.25,3,31,0,1,3,3,3,0,0,0,0,0,0,1,2,0,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3
706,e705150f9,1,ID_738c6feb5,2,,0,9,0,1,1,1.0,0,1,1,0,1,1,0,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,2,2,8,15,no,13.0,3,0.66666669,1,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,225,4,225,0,0.44444448,64.0,169.0,2,26,0,0,1,2,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
707,d7dfad0bb,1,ID_fcf49089e,4,,0,9,0,1,1,1.0,0,2,2,0,2,2,0,4,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,0,4,no,11,no,15.5,5,0.80000001,1,0,0,0,0,1,0,4,1,0,0,0,0,0,1,0,121,16,121,0,0.64000005,0.0,240.25,4,62,0,0,1,4,4,0,0,0,0,0,0,2,2,0,0,2,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,4
708,930d072eb,1,ID_a93cc5069,5,,0,7,0,1,1,5.0,0,4,4,0,1,1,0,5,5,5,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,3,5,1.5,9,no,7.599999900000001,4,1.25,1,0,0,0,0,1,1,5,1,0,0,0,0,0,1,0,81,25,81,0,1.5625,2.25,57.759997999999996,5,38,1,3,5,5,5,0,0,0,0,0,0,4,1,0,2,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,2,2,0,0,0,0,5
709,bf4205356,1,ID_fce717c93,2,,0,9,0,1,1,,0,1,1,0,1,1,0,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,2,2,8,10,no,10.5,5,0.40000001,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,100,4,100,0,0.16000001,64.0,110.25,0,21,0,0,2,2,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
710,c6401f74a,1,ID_129848608,7,,0,4,0,1,1,1.0,1,1,2,1,4,5,2,5,7,7,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,5,0,7,0.40000001,6,no,10.8,3,2.3333333,1,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,36,49,36,4,5.4444442,0.16000001,116.64001,7,54,2,3,7,7,7,0,0,0,0,0,0,2,5,2,0,2,1,0,0,2,1,1,3,0,0,2,0,0,0,0,0,0,2,0,1,0,2,0,0,2,0,7
711,c51872422,1,ID_61104e6e0,5,,0,4,0,1,1,,2,1,3,0,2,2,2,3,5,5,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,3,1,5,1.5,2,no,5.6666665,2,2.5,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,4,25,4,4,6.25,2.25,32.111111,0,17,4,4,5,5,5,0,0,0,0,0,0,3,2,2,2,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,5
712,b7087ef92,1,ID_b396608e5,3,570540.0,0,6,0,1,1,2.0,0,1,1,0,2,2,0,3,3,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,0,3,no,17,no,15.0,3,1.0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,1,0,289,9,289,0,1.0,0.0,225.0,3,45,0,0,2,3,3,0,0,0,0,0,0,1,2,0,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
713,aa3fc3595,1,ID_41ff26fb5,3,700000.0,0,9,0,1,1,,0,2,2,0,1,1,0,3,3,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,1,0,3,2,no,12,23.0,3,1.0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,1,0,144,9,0,4,1.0,4.0,529.0,0,32,0,1,3,3,3,0,0,0,0,0,0,2,1,0,0,0,0,1,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3
714,cfce86e8d,1,ID_22285c618,5,855810.0,0,8,0,1,1,2.0,0,4,4,0,1,1,0,5,5,5,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,0,5,no,17,no,16.0,5,1.0,0,1,0,0,0,1,0,5,1,0,0,0,0,0,1,0,289,25,289,0,1.0,0.0,256.0,5,80,0,0,0,5,5,0,0,0,0,0,0,4,1,0,0,2,0,0,0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
715,be013e977,1,ID_ec12845a6,4,285270.0,0,8,0,1,1,1.0,1,1,2,1,1,2,2,2,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,2,0,4,yes,21,no,18.5,3,1.3333334,0,1,0,0,0,1,0,3,1,0,0,0,0,0,1,0,441,16,441,4,1.7777778999999998,1.0,342.25,4,37,2,2,2,3,4,0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,4
716,fa2b66b43,1,ID_fba1bee18,3,200000.0,0,4,0,1,1,,0,2,2,0,1,1,0,3,3,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,2,3,2,6,no,8.666667,2,1.5,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,36,9,36,0,2.25,4.0,75.111115,0,26,0,2,3,3,3,0,0,0,0,0,2,2,1,0,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3
717,aa2948d67,1,ID_9c5654ade,1,,0,4,0,1,0,,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,8,no,11,11.0,2,0.5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,121,1,0,0,0.25,64.0,121.0,0,11,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
718,a05d76afb,1,ID_61043cdb0,2,288750.0,0,5,0,1,1,1.0,0,1,1,0,1,1,0,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,2,no,16,no,14.5,3,0.66666669,0,0,1,0,0,0,0,3,1,0,0,0,0,0,1,0,256,4,256,0,0.44444448,0.0,210.25,2,29,0,0,1,2,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
719,507d47ecd,1,ID_b5977a3c1,2,200000.0,0,4,0,1,1,1.0,0,1,1,0,1,1,0,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,2,no,no,15,14.0,2,1.0,0,0,1,0,0,1,1,2,1,0,0,0,0,0,1,0,225,4,0,0,1.0,0.0,196.0,2,28,0,0,1,2,2,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
720,c0ab646bb,1,ID_ae6f14eaf,4,,0,5,0,1,1,,0,1,1,2,1,3,2,2,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,2,0,4,yes,no,15,14.5,3,1.3333334,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,225,16,0,4,1.7777778999999998,1.0,210.25,0,29,2,2,3,4,4,0,0,0,0,0,0,1,3,2,0,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,4
721,518ac53b2,1,ID_c74bef8e8,5,120000.0,0,3,0,1,1,,0,1,1,3,1,4,3,2,5,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,2,0,5,1.5,11,no,11.0,2,2.5,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,121,25,121,9,6.25,2.25,121.0,0,24,3,3,5,5,5,0,0,0,0,0,0,1,4,3,2,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,5
